상호명,브랜드,is_starbucks,위도,경도,시군구명,도로명주소,log_dist_subway,subway_count_cat,subway_ridership,bus_stops_300m,peak_avg,restaurants_500m,log_retail_500m,convenience_500m,indie_cafe_500m,low_price_cafe_500m,franchise_cafe_500m,log_dist_starbucks,avg_income,offices,living_pop,land_price
수유역,스타벅스,1,37.6380167,127.026135,강북구,서울특별시 강북구 도봉로 342 (번동),0.0350775266126961,1,69603.0,18,510108.0,943,6.20455776256869,52,82,7,9,0.22089783157219434,2303972.0,1944.0,18506.0,2525392.0
미아역,스타벅스,1,37.626148,127.026578,강북구,서울특별시 강북구 도봉로 196 (미아동),0.0752929840354313,1,32520.0,13,486448.3333333333,293,5.43372200355424,23,29,3,5,0.6913936440129962,2318870.0,602.0,21335.0,3186678.0
수유역5번출구,스타벅스,1,37.63672268,127.0233221,강북구,"서울특별시 강북구 도봉로 315 (수유동, 에피소드 수유 838)",0.22999999211069616,1,69603.0,16,510108.0,806,5.988961416889864,59,77,6,7,0.2518864868464215,2205999.0,2732.0,25131.0,2721324.0
서울안토,스타벅스,1,37.6641955,127.0104073,강북구,서울특별시 강북구 삼양로 689 (우이동) 지하1층,0.2213820006945489,1,6517.0,7,42921.0,70,3.4011973816621555,5,9,1,1,0.915968279892102,2457144.0,1810.0,16969.0,1588546.0
발산역사거리,스타벅스,1,37.558509,126.835096,강서구,서울특별시 강서구 공항대로 248 (마곡동),0.2044906628150001,1,48158.0,7,258784.0,886,5.902633333401366,41,113,5,23,0.2218002494881652,3192517.0,6493.0,30751.0,2673298.0
마곡역,스타벅스,1,37.559611,126.826298,강서구,서울특별시 강서구 공항대로 168 (마곡동),0.09376352981216315,1,31932.0,12,117716.66666666667,557,5.87493073085203,28,91,9,13,0.20905111778585345,3192517.0,6493.0,30751.0,2673298.0
우장산역,스타벅스,1,37.54951004,126.8360616,강서구,서울특별시 강서구 강서로 267 (내발산동),0.08213282953852233,1,30358.0,9,206543.66666666666,273,5.659482215759621,17,38,2,2,0.2794293623248016,3192517.0,6493.0,30751.0,3551440.0
마곡사이언스타워R,스타벅스,1,37.5605261,126.833887,강서구,서울특별시 강서구 마곡동로 62 (마곡동),0.333825880966012,1,48158.0,7,258784.0,958,5.983936280687191,41,128,7,21,0.2218002494881652,3560388.0,5314.0,44313.0,2673298.0
방화DT,스타벅스,1,37.57445683,126.8164881,강서구,서울특별시 강서구 방화대로 375 (방화동),0.38424147165653777,1,14007.0,13,95193.33333333333,185,5.337538079701318,13,28,2,0,0.6787759067234718,3407916.0,4242.0,34775.0,2857704.0
마곡나루역,스타벅스,1,37.56813,126.82614,강서구,서울특별시 강서구 마곡중앙로 161-17 (마곡동),0.2178495628531001,1,59144.0,8,451370.0,405,4.890349128221754,16,50,3,9,0.12367851202292453,3560388.0,5314.0,44313.0,2673298.0
마곡GMG,스타벅스,1,37.560487,126.829667,강서구,"서울특별시 강서구 마곡중앙6로 16 (마곡동) 117,118,119,120호",0.317289417204439,1,31932.0,6,117716.66666666667,821,6.066108090103747,29,126,8,16,0.27195733425233554,3560388.0,5314.0,44313.0,2673298.0
가양역,스타벅스,1,37.56164,126.853327,강서구,서울특별시 강서구 양천로 476 (등촌동),0.09830568878412335,1,43283.0,12,282533.0,215,5.393627546352362,19,29,3,3,0.22389287050445103,3403390.0,12234.0,35186.0,4409626.0
화곡DT,스타벅스,1,37.53501075,126.863188,강서구,서울특별시 강서구 등촌로 57 (화곡동),0.6963919107248343,0,33984.0,4,0.0,398,5.981414211254481,17,40,2,4,0.6567756845298002,2423768.0,2098.0,14090.0,3645948.0
화곡동,스타벅스,1,37.54061902,126.837388,강서구,서울특별시 강서구 화곡로 142(화곡동),0.25355635772240503,1,55208.0,9,379868.0,474,5.662960480135946,30,48,4,6,0.22313955130620974,2485455.0,3939.0,45352.0,3645948.0
염창역,스타벅스,1,37.547359,126.874436,강서구,서울특별시 강서구 공항대로 627 (염창동),0.06137727967490342,1,35339.0,11,219510.0,249,5.25227342804663,22,43,3,4,0.30899972798347536,4127504.0,2625.0,30094.0,3899156.0
발산역,스타벅스,1,37.56033524,126.8391391,강서구,서울특별시 강서구 강서로 388 (등촌동) 그랜드마트,0.20920688557533668,1,48158.0,13,258784.0,718,6.037870919922137,44,82,4,13,0.09230749443513979,3403390.0,12234.0,35186.0,4409626.0
까치산역,스타벅스,1,37.53232351,126.8461233,강서구,서울특별시 강서구 강서로13길 3 (화곡동),0.0761273603875509,1,54236.0,11,384687.3333333333,497,5.811140992976701,36,40,3,9,0.7892338769790096,2485455.0,3939.0,45352.0,3645948.0
마곡코엑스,스타벅스,1,37.56530318,126.8257043,강서구,서울특별시 강서구 마곡중앙로 143 (마곡동),0.1596498175295376,1,59144.0,12,451370.0,459,5.075173815233827,21,58,4,9,0.18848667997367746,3407916.0,4242.0,34775.0,2673298.0
염창대로,스타벅스,1,37.54854791,126.8782593,강서구,"서울특별시 강서구 양천로 744 (염창동), 101호",0.2963940130538024,1,35339.0,11,219510.0,146,4.624972813284271,13,24,2,2,0.30899972798347536,4127504.0,2625.0,30094.0,3899156.0
발산역5번출구,스타벅스,1,37.55792247,126.8405403,강서구,"서울특별시 강서구 강서로52길 43 (내발산동, DH647), 1층 일부",0.23436040651937487,1,48158.0,15,258784.0,584,6.0063531596017325,38,64,3,15,0.19252185640233005,4135674.0,3048.0,35762.0,2925052.0
양천향교역,스타벅스,1,37.56785182,126.8408208,강서구,서울특별시 강서구 양천로 344 (마곡동),0.07157619848922192,1,22035.0,7,122573.0,255,4.912654885736052,20,52,3,2,0.3500996741539721,3560388.0,5314.0,44313.0,2673298.0
화곡역8번출구,스타벅스,1,37.54227921,126.8393,강서구,"서울특별시 강서구 강서로 179 (화곡동), 1층 일부",0.12504548897422446,1,55208.0,10,379868.0,497,5.75890177387728,29,43,4,6,0.22313955130620974,3132782.0,2985.0,18327.0,3645948.0
강서우장산,스타벅스,1,37.54661115,126.8361133,강서구,"서울특별시 강서구 강서로 231 (화곡동, 우장산역 해링턴 타워), 116/117/118/119/120호",0.21551452414971864,1,30358.0,10,206543.66666666666,296,5.631211781821365,19,33,2,2,0.2794293623248016,3245018.0,3693.0,22555.0,2925052.0
등촌대로,스타벅스,1,37.55049218,126.8665096,강서구,"서울특별시 강서구 공항대로 543 (염창동, 센터스퀘어)",0.07138999608667293,1,24605.0,5,151963.33333333334,395,5.752572638825633,28,47,4,7,0.20343949515973542,4127504.0,2625.0,30094.0,2925052.0
마곡보타닉게이트,스타벅스,1,37.56910032,126.8363328,강서구,"서울특별시 강서구 마곡동로 166 (마곡동) 106호,107호,108호",0.370114230805239,1,22035.0,5,122573.0,149,4.110873864173311,12,34,3,0,0.3500996741539721,3560388.0,5314.0,44313.0,2673298.0
가양역사거리,스타벅스,1,37.56007,126.855372,강서구,"서울특별시 강서구 화곡로 416 (등촌동) 가양더스카이벨리5차 지식산업센터 101, 102, 114,~117호",0.15495035999782264,1,43283.0,10,282533.0,253,5.493061443340548,24,42,4,4,0.22389287050445103,3322838.0,6016.0,18687.0,4409626.0
원그로브,스타벅스,1,37.56124715,126.8246555,강서구,"서울특별시 강서구 공항대로 165 (마곡동)지하1층, WB115호",0.12874495589056226,1,31932.0,8,117716.66666666667,438,5.583496308781699,28,71,9,6,0.20905111778585345,2896818.0,5425.0,36970.0,2673298.0
내발산,스타벅스,1,37.55467,126.83672,강서구,"서울특별시 강서구 강서로 323 (내발산동), 101/102호",0.36790168755319863,1,48158.0,8,258784.0,258,5.1647859739235145,21,36,2,7,0.3717311285983799,3664096.0,4770.0,33256.0,3551440.0
마곡웰튼,스타벅스,1,37.56714289,126.8253152,강서구,"서울특별시 강서구 마곡중앙5로 22 (마곡동), 104/105/106호",0.1902070510679449,1,59144.0,14,451370.0,425,4.962844630259907,19,56,4,9,0.12367851202292453,3560388.0,5314.0,44313.0,2673298.0
김포공항국내선,스타벅스,1,37.55912618,126.8023925,강서구,서울특별시 강서구 하늘길 112 (공항동),0.28080850350860864,1,62950.0,9,417661.6666666667,17,4.709530201312334,5,2,0,0,0.5806126598207656,2896818.0,5425.0,36970.0,3063462.0
김포공항DT,스타벅스,1,37.56627942,126.8060664,강서구,서울특별시 강서구 개화동로 517 (방화동),0.40266118077543017,1,5814.0,3,40406.333333333336,93,4.465908118654584,7,17,1,1,0.39942959766945846,2708397.0,1301.0,25647.0,2857704.0
강서NC,스타벅스,1,37.55978003,126.8399835,강서구,서울특별시 강서구 강서로56길 17 (등촌동),0.21736689853675525,1,48158.0,12,258784.0,687,6.028278520230698,44,73,4,14,0.09230749443513979,3403390.0,12234.0,35186.0,4409626.0
김포공항국제선,스타벅스,1,37.5660449,126.8005038,강서구,서울특별시 강서구 하늘길 38 (방화동),0.38628228869139036,1,62950.0,6,365959.0,16,4.68213122712422,5,2,0,0,0.39942959766945846,2708397.0,1301.0,25647.0,2857704.0
마곡케이스퀘어,스타벅스,1,37.5623745,126.8269307,강서구,"서울특별시 강서구 마곡중앙로 105-7 (마곡동), 1층 일부",0.24412195769940148,2,31932.0,4,569086.6666666666,485,5.746203190540153,30,82,8,8,0.21228480797933386,3407916.0,4242.0,34775.0,2673298.0
마곡나루공원,스타벅스,1,37.567007,126.822246,강서구,서울특별시 강서구 마곡중앙5로 47 (마곡동),0.37781980728783965,1,59144.0,12,451370.0,467,5.293304824724492,26,61,6,11,0.23975206324298132,3407916.0,4242.0,34775.0,2673298.0
송정역,스타벅스,1,37.56105571,126.8115099,강서구,"서울특별시 강서구 공항대로 38 (공항동), 1층 일부",0.042292912190251455,2,12513.0,12,146244.66666666666,222,5.25227342804663,20,23,3,2,0.5615504866269481,2896818.0,5425.0,36970.0,3063462.0
강서구청사거리,스타벅스,1,37.5549266,126.8523133,강서구,서울특별시 강서구 화곡로 350 (화곡동),0.5557225046482731,0,43283.0,13,0.0,455,5.288267030694535,28,46,3,3,0.4899833241978459,3040513.0,6872.0,20079.0,3645948.0
낙성대역,스타벅스,1,37.47776013,126.9611426,관악구,서울특별시 관악구 남부순환로 1908 (봉천동),0.21776913497675482,1,56239.0,15,770619.0,470,5.476463551931511,35,64,4,4,0.24225338966793075,3225725.0,5994.0,25376.0,4225059.0
관악서울대입구R,스타벅스,1,37.47932481,126.952702,관악구,서울특별시 관악구 관악로 158 (봉천동),0.19375593441961772,1,94893.0,8,1355833.3333333333,787,5.823045895483019,43,97,4,13,0.2043871445384299,3225725.0,5994.0,25376.0,4225059.0
신림DT,스타벅스,1,37.480935,126.908407,관악구,서울특별시 관악구 남부순환로 1419 (신림동),0.5786337937711845,0,111148.0,9,0.0,290,5.594711379601839,19,28,4,4,0.6297333600427827,2523192.0,2688.0,32930.0,3970150.0
서울대역,스타벅스,1,37.48166265,126.9520165,관악구,서울특별시 관악구 남부순환로 1817 (봉천동),0.07575661239924633,1,94893.0,10,1355833.3333333333,751,5.998936561946683,43,92,5,13,0.07164229200412238,2633493.0,1301.0,12954.0,4225059.0
낙성대DT,스타벅스,1,37.47624317,126.9651172,관악구,서울특별시 관악구 남부순환로 1948 (봉천동),0.13723701830508495,1,56239.0,11,770619.0,302,5.579729825986222,28,41,4,6,0.12298105805512008,2783693.0,1623.0,21947.0,4225059.0
사당,스타벅스,1,37.4760559,126.980928,관악구,서울특별시 관악구 남부순환로 2082-25,0.09248801943515139,1,142187.0,15,916952.6666666666,746,5.594711379601839,42,65,4,8,0.16025742422133724,3234026.0,3701.0,22719.0,4106326.0
보라매대교빌딩,스타벅스,1,37.491449,126.925432,관악구,서울특별시 관악구 보라매로3길 23 (봉천동) 1층,0.2018790560094854,2,9497.0,16,170926.66666666666,431,5.717027701406222,21,49,2,9,0.16034431674045715,2529995.0,1644.0,16057.0,4225059.0
신림,스타벅스,1,37.48609493,126.9291602,관악구,서울특별시 관악구 신림로 355-1 (신림동),0.16211884947643518,2,115396.0,10,932664.6666666666,1013,6.342121418721152,54,79,8,15,0.21915159404467024,2434279.0,1310.0,28895.0,3970150.0
신림타임스트림,스타벅스,1,37.48407102,126.9302583,관악구,서울특별시 관악구 신림로 330 타임스트림 1층,0.07306457085700514,1,115396.0,19,869152.3333333334,943,6.324358962381311,49,67,9,11,0.21915159404467024,2412001.0,2303.0,19485.0,4106326.0
서울대입구역,스타벅스,1,37.48120739,126.9514006,관악구,서울특별시 관악구 남부순환로 1812 (봉천동),0.11172024961040788,1,94893.0,10,1355833.3333333333,769,6.0112671744041615,47,92,4,13,0.07164229200412238,2768161.0,5147.0,37343.0,4225059.0
신림녹두거리,스타벅스,1,37.4704882,126.9381587,관악구,"서울특별시 관악구 신림로 99 (신림동, 센터스퀘어 서울대점)",0.3428802329165431,1,19687.0,12,121844.0,473,5.634789603169249,48,54,5,4,0.8479776292919609,2622408.0,590.0,34088.0,4106326.0
서울대입구역8번출구,스타벅스,1,37.4812061,126.9536942,관악구,서울특별시 관악구 남부순환로 1831 (봉천동),0.08102683864237341,1,94893.0,12,1355833.3333333333,856,6.049733455231958,42,101,5,14,0.14539906736689046,2889475.0,2409.0,24664.0,4225059.0
봉천역,스타벅스,1,37.48203753,126.9422878,관악구,서울특별시 관악구 남부순환로 1730 (봉천동),0.04898062222162186,1,47328.0,12,315941.3333333333,495,5.71042701737487,29,51,3,3,0.552642962766538,2768161.0,5147.0,37343.0,4225059.0
봉천현대시장,스타벅스,1,37.48665267,126.9482961,관악구,"서울특별시 관악구 은천로 118 (봉천동), 1층 101~104호",0.5409279675824342,0,94893.0,13,0.0,210,5.123963979403259,23,26,1,2,0.49755799676508633,2633493.0,1301.0,12954.0,4225059.0
낙성대역7번출구,스타벅스,1,37.4771331,126.9641468,관악구,서울특별시 관악구 남부순환로 1933 (봉천동),0.044973365642731154,1,56239.0,13,770619.0,344,5.579729825986222,29,43,4,7,0.12298105805512008,2889475.0,2409.0,24664.0,4225059.0
건국대,스타벅스,1,37.54154747,127.0711558,광진구,서울특별시 광진구 능동로 117 (화양동),0.1329562272486255,1,114263.0,8,746673.0,795,6.214608098422191,48,114,9,16,0.10054915962521428,2470026.0,872.0,38402.0,6022401.0
어린이대공원역,스타벅스,1,37.551946,127.076404,광진구,서울특별시 광진구 능동로 243 (군자동),0.3808308271498035,1,38747.0,6,445527.3333333333,214,4.997212273764115,25,36,4,4,0.28855069508988346,2604535.0,1002.0,23671.0,4331342.0
아차산역,스타벅스,1,37.55062116,127.0900321,광진구,서울특별시 광진구 천호대로 676 (구의동),0.11448872648469799,1,31295.0,11,418484.0,298,5.288267030694535,25,43,3,7,0.4962115565812275,2948328.0,2960.0,18726.0,4650403.0
올림픽대교북단,스타벅스,1,37.541129,127.09524,광진구,서울특별시 광진구 광나루로 608 (구의동),0.5144988691322867,0,52068.0,8,0.0,223,5.19295685089021,19,22,3,4,0.35178018412333867,4010979.0,11355.0,28708.0,4650403.0
구의DT,스타벅스,1,37.54529839,127.0871967,광진구,서울특별시 광진구 광나루로 519 (구의동),0.5572701820085916,0,31295.0,8,0.0,226,5.075173815233827,11,38,2,2,0.4962115565812275,2948328.0,2960.0,18726.0,4650403.0
자양사거리,스타벅스,1,37.5371158,127.0825821,광진구,서울특별시 광진구 아차산로 355,0.2577381960787088,1,55830.0,8,657813.0,488,5.877735781779639,23,45,4,4,0.19716583332951176,2745988.0,11952.0,22889.0,4517288.0
군자역,스타벅스,1,37.55702607,127.0791098,광진구,서울특별시 광진구 천호대로 548 (군자동) 중앙빌딩,0.030432207120201983,1,54370.0,12,678789.0,507,5.849324779946859,32,60,5,2,0.07177632741014782,2604535.0,1002.0,23671.0,4331342.0
광나루,스타벅스,1,37.54737112,127.1060487,광진구,"서울특별시 광진구 아차산로 607, 1,2층 (광장동)",0.2755082715200722,1,23130.0,11,383974.6666666667,153,4.31748811353631,12,35,0,1,0.573270141507966,5284540.0,8850.0,35232.0,3086771.0
건대스타시티,스타벅스,1,37.538544,127.073009,광진구,서울특별시 광진구 아차산로 262 (자양동),0.29416103854949005,1,114263.0,7,746673.0,484,5.883322388488279,35,67,7,11,0.042303456613186435,4353416.0,1753.0,25255.0,5170012.0
건대입구,스타벅스,1,37.5406604,127.0707225,광진구,서울특별시 광진구 능동로 107 (화양동),0.05401458830623825,1,114263.0,9,746673.0,836,6.263398262591624,50,114,10,17,0.10054915962521428,2470026.0,872.0,38402.0,6022401.0
광장,스타벅스,1,37.54261258,127.0996405,광진구,서울특별시 광진구 아차산로 537-17 (광장동),0.37685985109782993,1,23130.0,7,383974.6666666667,89,4.454347296253507,10,13,3,4,0.35178018412333867,5284540.0,8850.0,35232.0,3086771.0
건국클래식,스타벅스,1,37.538466,127.071271,광진구,서울특별시 광진구 능동로 90 (자양동) 더 클래식500,0.22848923763896184,1,114263.0,5,746673.0,676,6.104793232414985,45,85,10,12,0.14278952852048288,4353416.0,1753.0,25255.0,5170012.0
건대로데오,스타벅스,1,37.54079664,127.0667289,광진구,"서울특별시 광진구 아차산로 212 (자양동, 더포디엄830)",0.2610557163840707,1,114263.0,4,746673.0,879,6.368187186350492,41,104,6,16,0.3019081502469444,2795134.0,513.0,27121.0,4517288.0
강변,스타벅스,1,37.53474181,127.0919732,광진구,서울특별시 광진구 구의강변로 46 (구의동),0.21672298351128702,1,52068.0,9,1198161.3333333333,241,6.602587892189336,20,35,3,4,0.3479871137960514,4010979.0,11355.0,28708.0,4650403.0
구의역이스트폴,스타벅스,1,37.53657397,127.087857,광진구,"서울특별시 광진구 아차산로 402 (자양동), 1층",0.165599180649566,1,55830.0,7,657813.0,475,5.638354669333745,31,53,4,8,0.22565878545907547,2999213.0,2506.0,23274.0,5170012.0
건대후문,스타벅스,1,37.54603056,127.0738193,광진구,서울특별시 광진구 능동로 172 (화양동),0.2091257595460057,1,38747.0,7,445527.3333333333,574,5.308267697401205,33,85,4,8,0.2585261390476875,2470026.0,872.0,38402.0,6022401.0
중곡역,스타벅스,1,37.56505701,127.0844523,광진구,"서울특별시 광진구 능동로 400 (중곡동) 1층 108,109,110,111,112,118 6개호실",0.0925791812930932,1,21222.0,11,141111.33333333334,388,5.755742213586912,25,49,3,4,0.6654465358738615,2390961.0,515.0,13677.0,3733297.0
자양이마트,스타벅스,1,37.53862005,127.0734896,광진구,서울특별시 광진구 아차산로 272 (자양동) 지하1층,0.3146647437816678,1,114263.0,4,746673.0,425,5.860786223465865,35,61,5,10,0.042303456613186435,4353416.0,1753.0,25255.0,5170012.0
자양역,스타벅스,1,37.53268464,127.0678785,광진구,"서울특별시 광진구 능동로 18 (자양동, 이튼타워리버3차)",0.15194825627205824,1,21575.0,5,122173.33333333333,193,5.170483995038151,17,32,4,0,0.3951083279990206,4353416.0,1753.0,25255.0,4517288.0
세종대,스타벅스,1,37.54914275,127.0750276,광진구,서울특별시 광진구 능동로 209 (군자동),0.12195211075074604,1,38747.0,5,445527.3333333333,428,5.117993812416755,35,60,5,5,0.28855069508988346,2604535.0,1002.0,23671.0,4331342.0
뚝섬한강공원,스타벅스,1,37.52833825,127.0682726,광진구,서울특별시 광진구 강변북로 2234 (자양동),0.3234593638273019,1,21575.0,0,122173.33333333333,38,3.295836866004329,5,10,1,0,0.3951083279990206,4353416.0,1753.0,25255.0,5170012.0
구의역,스타벅스,1,37.537063,127.085053,광진구,서울 광진구 자양로18길 22 (구의동) 101호,0.07334339422420953,1,55830.0,9,657813.0,493,5.7899601708972535,27,52,5,7,0.19716583332951176,2683701.0,3506.0,21194.0,4650403.0
화양삼거리,스타벅스,1,37.54774853,127.0712692,광진구,서울특별시 광진구 광나루로 374 (화양동),0.26251809878823135,1,38747.0,8,445527.3333333333,600,5.726847747587197,44,83,6,12,0.2585261390476875,2470026.0,872.0,38402.0,6022401.0
군자사거리,스타벅스,1,37.55769507,127.0790879,광진구,서울특별시 광진구 천호대로 549 (중곡동) 1층,0.08121125542482321,1,54370.0,12,678789.0,524,5.8944028342648505,30,63,5,2,0.07177632741014782,2542359.0,3866.0,14608.0,3733297.0
금천구청역,스타벅스,1,37.45588673,126.8956825,금천구,"서울특별시 금천구 시흥대로73길 67 (시흥동), 엠메디컬타워 1층",0.14236724128692196,1,21961.0,7,158865.66666666666,253,4.6443908991413725,11,45,2,0,0.2871927027299488,2757307.0,4641.0,25191.0,2838707.0
가산에스케이,스타벅스,1,37.48082409,126.8810008,금천구,"서울특별시 금천구 가산디지털1로 171 (가산동), SK V1센터 1층",0.13409373448069878,1,113565.0,18,877084.3333333334,712,6.502790045915623,59,137,8,8,0.15131236991960967,2567594.0,106107.0,59060.0,3187423.0
독산사거리,스타벅스,1,37.47158263,126.8986055,금천구,서울특별시 금천구 시흥대로 426 (독산동),0.6899420496109969,0,31747.0,15,0.0,536,6.016157159698354,32,42,4,10,0.2949788858393856,2386851.0,2738.0,15828.0,3092458.0
금천시흥,스타벅스,1,37.44875938,126.9032388,금천구,서울특별시 금천구 시흥대로 164 (시흥동),0.7507082910844769,0,21961.0,13,0.0,285,5.4638318050256105,17,18,2,3,0.7109198076227117,2757307.0,4641.0,25191.0,2838707.0
가산디지털단지역,스타벅스,1,37.48135375,126.8835891,금천구,"서울특별시 금천구 벚꽃로 298 (가산동), 대륭포스트타워 6차 1층",0.09184965362987897,1,113565.0,18,877084.3333333334,718,6.60934924316738,49,109,9,6,0.13750199932214027,2567594.0,106107.0,59060.0,3187423.0
금천독산,스타벅스,1,37.46957081,126.8956578,금천구,서울특별시 금천구 두산로 70 (독산동),0.5033779586308332,0,31747.0,16,0.0,395,5.6131281063880705,40,33,2,7,0.2949788858393856,3000453.0,10617.0,40514.0,3092458.0
가산디지털,스타벅스,1,37.47997009,126.8825072,금천구,"서울특별시 금천구 가산디지털1로 168 (가산동), 우림라이온스밸리 B동 1층",0.10481036435234507,1,113565.0,20,877084.3333333334,763,6.606650186198215,59,145,10,8,0.15131236991960967,2567594.0,106107.0,59060.0,3187423.0
마리오아울렛,스타벅스,1,37.47860691,126.8848483,금천구,서울특별시 금천구 벚꽃로 266 마리오아울렛3관,0.28314680365001954,1,113565.0,17,877084.3333333334,764,6.86484777797086,63,127,11,6,0.19214234130256197,2567594.0,106107.0,59060.0,2988017.0
가산브이타워,스타벅스,1,37.4770041,126.8835506,금천구,"서울특별시 금천구 가산디지털1로 128 (가산동), V-TOWER 1층",0.36976884344989025,1,113565.0,9,617587.6666666666,579,6.818924065275521,59,134,11,6,0.19214234130256197,2567594.0,106107.0,59060.0,3187423.0
독산역,스타벅스,1,37.46770967,126.887674,금천구,"서울특별시 금천구 가산디지털1로 16 (가산동), 107-2, 1층",0.16965838284055723,1,31747.0,9,239922.66666666666,176,5.081404364984463,34,33,2,6,0.5506419287500092,2567594.0,106107.0,59060.0,3187423.0
금천금나래,스타벅스,1,37.45868985,126.897,금천구,서울특별시 금천구 시흥대로79길 23 (시흥동) 1층,0.35949097519821377,1,21961.0,7,158865.66666666666,264,4.634728988229636,15,46,3,3,0.2871927027299488,2757307.0,4641.0,25191.0,2838707.0
가산퍼블릭,스타벅스,1,37.47574363,126.886848,금천구,"서울특별시 금천구 디지털로 178 (가산동), B동 F Park 1층",0.524550998384467,0,113565.0,10,0.0,477,6.651571873589727,56,86,7,3,0.24531826494851616,2567594.0,106107.0,59060.0,3187423.0
가산현대아울렛,스타벅스,1,37.47768044,126.8888406,금천구,"서울특별시 금천구 디지털로10길 9 (가산동), 1층 일부",0.5062752866671726,0,113565.0,15,0.0,566,6.739336627357174,52,83,9,3,0.24531826494851616,2567594.0,106107.0,59060.0,3187423.0
가산케이에스,스타벅스,1,37.48089352,126.8851557,금천구,"서울특별시 금천구 벚꽃로36길 30 (가산동), 가산KS타워 1층",0.20212418409013436,1,113565.0,16,877084.3333333334,708,6.68586094706836,48,100,11,6,0.13750199932214027,2567594.0,106107.0,59060.0,3187423.0
가산어반워크,스타벅스,1,37.48002317,126.878251,금천구,서울특별시 금천구 가산디지털2로 135 (가산동),0.3359006447222553,1,113565.0,9,877084.3333333334,484,5.8998973535824915,46,96,5,6,0.22989669740684157,2567594.0,106107.0,59060.0,3187423.0
월계역,스타벅스,1,37.6295,127.0574,노원구,"서울특별시 노원구 초안산로2라길26 월계동(104,105,106호)",0.35879269990973367,1,14469.0,13,88943.0,88,4.1588830833596715,8,14,2,1,0.37143389285411077,2728093.0,29.0,18587.0,2650900.0
월계트레이더스,스타벅스,1,37.62759527,127.0619061,노원구,서울특별시 노원구 마들로3길 17 (월계동),0.36512910658529024,1,18615.0,6,118979.66666666667,107,4.553876891600541,15,13,2,4,0.050107391482587006,3110675.0,100.0,21505.0,2118852.0
상계초교사거리,스타벅스,1,37.656776,127.066442,노원구,서울특별시 노원구 노원로 449 (상계동),0.3541016358196061,1,87493.0,14,304165.6666666667,762,6.423246963533519,28,69,5,8,0.30005718391916403,3122902.0,1731.0,27169.0,2933568.0
공릉DT,스타벅스,1,37.6206884,127.0743116,노원구,서울특별시 노원구 동일로 1015 (공릉동),0.28231770995263017,1,30912.0,10,196759.33333333334,425,5.84354441703136,26,64,4,7,0.38056704108014194,2786137.0,6065.0,38060.0,2775572.0
노원마들역,스타벅스,1,37.66108907,127.0580154,노원구,"서울특별시 노원구 노원로 569 (상계동, 임광아파트)",0.3571848139329325,1,26044.0,7,164304.0,91,4.23410650459726,5,14,0,1,0.5462809876500032,3132098.0,413.0,12905.0,2650900.0
공릉역,스타벅스,1,37.626337,127.072252,노원구,서울특별시 노원구 동일로 1081 (공릉동),0.08351360022781763,1,26743.0,13,351547.0,365,5.2574953720277815,17,40,4,5,0.5030539020196609,2786137.0,6065.0,38060.0,2775572.0
은행사거리,스타벅스,1,37.65048782,127.0759793,노원구,"서울특별시 노원구 중계로 217, 중흥빌딩 103,203호 (중계동)",0.7768447395815121,0,38128.0,7,0.0,224,5.087596335232384,22,30,4,6,0.7384259488933107,4623227.0,1184.0,25302.0,2286863.0
노원KT,스타벅스,1,37.654562,127.063617,노원구,"서울특별시 노원구 노해로 502, (주)KT 노원사옥 (상계동)",0.1733648987510626,1,87493.0,12,600065.0,702,6.415096959171596,39,72,7,8,0.27469181319478636,3152836.0,4965.0,41694.0,2650900.0
광운대,스타벅스,1,37.62317425,127.0608065,노원구,서울특별시 노원구 석계로 104 (월계동),0.09884936404216896,1,18615.0,5,118979.66666666667,178,4.700480365792417,17,21,3,6,0.3765915843430138,2777397.0,1264.0,19463.0,2118852.0
중계역,스타벅스,1,37.64817,127.062244,노원구,"서울특별시 노원구 동일로 1339, 대한빌딩 (상계동)",0.3633227979101969,1,28636.0,8,198313.33333333334,112,4.770684624465665,14,14,2,1,0.3287525161059938,3152836.0,4965.0,41694.0,2933568.0
노원역,스타벅스,1,37.654751,127.060034,노원구,서울특별시 노원구 동일로 1413 (상계동) 1층,0.1693207446167031,1,87493.0,12,600065.0,612,6.333279628139691,34,62,7,7,0.1970147478953382,3152836.0,4965.0,41694.0,2933568.0
월계이마트,스타벅스,1,37.62715819,127.0620955,노원구,서울특별시 노원구 마들로3길 15 (월계동),0.3313161094718422,1,18615.0,5,118979.66666666667,120,4.59511985013459,16,13,3,4,0.050107391482587006,3110675.0,100.0,21505.0,2118852.0
태릉입구역DT,스타벅스,1,37.61942,127.07932,노원구,서울특별시 노원구 화랑로 469 (공릉동),0.3471295310952009,2,30912.0,11,512287.0,479,5.8805329864007,31,74,7,9,0.38056704108014194,2786137.0,6065.0,38060.0,2775572.0
노원상계,스타벅스,1,37.651535,127.061026,노원구,서울특별시 노원구 동일로215길 2 (상계동),0.3735615590951561,1,87493.0,7,295899.3333333333,364,6.173786103901937,28,43,7,4,0.3134324181281547,3152836.0,4965.0,41694.0,2933568.0
노원구청,스타벅스,1,37.6539896,127.057755,노원구,서울특별시 노원구 노해로 447 (상계동),0.337685785686875,1,87493.0,5,295899.3333333333,348,6.133398042996649,26,40,5,4,0.1970147478953382,3152836.0,4965.0,41694.0,2933568.0
